category,compatibility,,name,price,rating,
 Photography, OS X 10.9  , English,60 Tips Every Photoshop User Should Know,$13.99 ,, 459.8 MB
 Photography, OS X 10.6.6 , English,3DGallery,Free,3.7, 12.7 MB
 Graphics & Design, OS X 10.6.6  , English,2Pixels,Free,, 3.8 MB
 Graphics & Design, OS X 10.6  , English,2000 Plus Royalty Free Images,$5.99 ,3.3, 2.3 GB
 Productivity, OS 10.12  , English,1Way,$0.99 ,5, 11.9 MB
 Photography, OS X 10.8  , English,1Gallery,Free,1.8, 2.7 MB
 Photography, OS 10.12  , Simplified Chinese,10ArtGallery Selector,$19.99 ,, 166.5 KB
 Photography, OS X 10.7  ," English, French, German, Italian, Japanese, Russian, Simplified Chinese, Traditional Chinese",XView 2 - Photo Image Viewer and Video Player,$9.99 ,1, 21.2 MB
 Photography, OS X 10.11  , English,XstereO Player,Free,4, 3.1 MB
 Photography, OS X 10.8  ," English, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish, Traditional Chinese",XPaint,$8.99 ,1.4, 4.5 MB
 Photography, OS X 10.5.0  , English,XnSketch - Sketch&Cartoon,Free,4.2, 16.1 MB
 Photography, OS X 10.5.0  , English,XnRetro,Free,5, 29.7 MB
 Photography, OS X 10.10  , English,XnConvert,Free,4.1, 18.1 MB
 Graphics & Design, OS X 10.9  , English,XGoldenSection,$5.99 ,5, 1.3 MB
 Video, OS X 10.6.6 , English,XDV360,Free,1.5, 49.5 MB
 Graphics & Design, OS X 10.9.0  , English,Worksflows Adobe Audition CC,$13.99 ,1, 316.5 MB
 Graphics & Design, OS 10.13  ," English, German",Wordify 2,$4.99 ,4, 125.6 MB
 Graphics & Design, OS 10.15  ," English, Japanese",WoolImager,$2.99 ,, 29.7 MB
 Graphics & Design, OS 10.14  , English,Wizard Paint,Free,3.5, 11.6 MB
 Photography, OS 10.13  , English,Wix Photo Albums,Free,1.7, 19.1 MB
 Utilities, OS X 10.6  ," English, Japanese, Simplified Chinese, Traditional Chinese",Wireless Transfer App,Free,1.9, 4 MB
 Video, OS X 10.11  , English,Wireless Tether for Nikon,$3.99 ,1.5, 2.5 MB
 Utilities, OS X 10.9  , English,Willing Webcam Pro,$8.99 ,2.5, 5.5 MB
 Utilities, OS X 10.9  , English,Willing Webcam,$5.99 ,1, 5.5 MB
 Photography, OS X 10.11  , English,WIFI Control for Canon Cameras,$2.99 ,1, 1.8 MB
 Video, OS 10.12  , English,WiFi Connect for GoPro,$3.99 ,, 4.8 MB
 Photography, OS X 10.7  , English,Wifi Browser for GoPro,$3.99 ,1, 12.8 MB
 Photography, OS X 10.10  ," English, Arabic, Danish, Dutch, French, German, Greek, Italian, Japanese, Norwegian BokmÃ¥l, Portuguese, Russian, Spanish, Swedish, Traditional Chinese, Turkish",WidsMob Viewer Pro,$19.99 ,, 4.7 MB
 Photography, OS X 10.7.3  ," English, Arabic, Danish, Dutch, French, German, Greek, Italian, Japanese, Norwegian BokmÃ¥l, Portuguese, Russian, Spanish, Swedish, Traditional Chinese, Turkish",WidsMob Panorama-Photo Stitch,$19.99 ,, 1.6 MB
 Photography, OS X 10.6.6  ," English, Arabic, Danish, Dutch, French, German, Greek, Italian, Japanese, Norwegian BokmÃ¥l, Portuguese, Russian, Spanish, Swedish, Traditional Chinese, Turkish",WidsMob Montage-Photo Collage,$19.99 ,1.5, 1.4 MB
 Photography, OS X 10.10  ," English, Arabic, Danish, Dutch, French, German, Greek, Italian, Japanese, Norwegian BokmÃ¥l, Portuguese, Russian, Spanish, Swedish, Traditional Chinese, Turkish",WidsMob ImageConvert-JPG/PNG,$19.99 ,2, 1.5 MB
 Photography, OS X 10.10  ," English, Arabic, Danish, Dutch, French, German, Greek, Italian, Japanese, Norwegian BokmÃ¥l, Portuguese, Russian, Spanish, Swedish, Traditional Chinese, Turkish",WidsMob Image Viewer,$9.99 ,3, 4.6 MB
 Photography, OS X 10.6.6  ," English, Arabic, Danish, Dutch, French, German, Greek, Italian, Japanese, Norwegian BokmÃ¥l, Portuguese, Russian, Spanish, Swedish, Traditional Chinese, Turkish",WidsMob HDR-HDR Photo Editor,$19.99 ,, 1.5 MB
 Photography, OS X 10.10  ," English, Arabic, Danish, Dutch, French, German, Greek, Italian, Japanese, Norwegian BokmÃ¥l, Portuguese, Russian, Spanish, Swedish, Traditional Chinese, Turkish",WidsMob FilmPack,$4.99 ,, 7.7 MB
 Graphics & Design, OS X 10.10  ," English, Arabic, Danish, Dutch, French, German, Greek, Italian, Japanese, Norwegian BokmÃ¥l, Portuguese, Russian, Spanish, Swedish, Traditional Chinese, Turkish",WidsMob Denoise - Noise Reduce,$12.99 ,, 4.5 MB
 Photography, OS 10.13  ," English, German",WhiteWall - for your photos,Free,1.4, 93.1 MB
 Photography, OS X 10.9  ,,WhatAMark,$5.99 ,4.6, 14.2 MB
 Games, OS X 10.8  ," English, Simplified Chinese, Traditional Chinese",What's the Difference,$6.99 ,4.7, 32.3 MB
 Photography, OS X 10.11  , English,WebCamPhoto,$29.99 ,5, 293.5 KB
 Video, OS X 10.10  , English,Webcam Time Lapse,$2.99 ,3.8, 1.7 MB
 Video, OS X 10.7  ," English, Japanese, Simplified Chinese, Traditional Chinese",Webcam Settings,$7.99 ,2.7, 1.5 MB
 Photography, OS X 10.11  , English,Web Screenshot,,2, 4.8 MB
 Photography, OS X 10.7  , English,Web Image Grab EZ,,, 8.2 MB
 Graphics & Design, OS X 10.6  , English,Watermarker +,$7.99 ,1.9, 2 MB
 Photography, OS X 10.10.0  ," English, French, Spanish",WaterMark+,$13.99 ,, 14 MB
 Photography, OS X 10.9  , English,Watermark Sense - Bulk Process,$19.99 ,4.7, 6.8 MB
 Photography, OS X 10.7  , English,Watermark Plus,$9.99 ,4.3, 5.1 MB
 Graphics & Design, OS X 10.11  ,,Watermark Pic Pro,$12.99 ,2, 33.6 MB
 Graphics & Design, OS X 10.11  , English,Watermark Logo - Protect Files,$8.99 ,1, 10.1 MB
 Photography, OS X 10.6.6  ,,Watermark Image Pro,$14.99 ,1.7, 27.4 MB
 Photography, OS X 10.11  ,,Watermark Image,$7.99 ,3, 39.7 MB
 Photography, OS X 10.11  , English,Watermark Copyright Pro,$4.99 ,, 3 MB
 Photography, OS X 10.11  , English,Watermark Copyright Assistant,Free,, 3.5 MB
 Photography, OS 10.14  , English,Waterlogue,$29.99 ,5, 132 MB
 Photography, OS X 10.7  ,,Watercolor Studio,$49.99 ,, 486.7 MB
 Utilities, OS 10.12  , English,Wallpapery,$6.99 ,2, 3.8 MB
 Photography, OS X 10.10  , English,Wallpaper Switch,$5.99 ,1.5, 7.6 MB
 Photography, OS X 10.11  , English,WallGen - Wallpaper Generator,Free,1, 5.1 MB
 Photography, OS X 10.7  ," English, Russian",Waffle,$9.99 ,5, 7 MB
 Utilities, OS X 10.10  ," English, Dutch, French, German, Italian, Japanese, Korean, Simplified Chinese, Spanish, Traditional Chinese",Visualizer,Free,4.5, 78.9 MB
 Video, OS X 10.8  , English,Visual Renamer,$9.99 ,3, 39.3 MB
 Photography, OS X 10.10  , English,Visual Quotes: Create your own inspirational picture quotes,$6.99 ,1.5, 6.6 MB
 Graphics & Design, OS X 10.11  , English,Virtual Super Power - Editor,$13.99 ,1, 204.4 MB
 Photography, OS X 10.11  ,,VintageStudio 3,$9.99 ,, 223.9 MB
 Photography, OS X 10.11  , English,VintageForPhotos,$9.99 ,, 234.2 MB
 Graphics & Design, OS X 10.11  , English,Vintage Tone - Retro style effect to your photos,$6.99 ,, 63.1 MB
 Graphics & Design, OS X 10.7  ,,Vintage Scene,$9.99 ,4.5, 100.3 MB
 Photography, OS X 10.11  ,,Vintage Photos Extension,$12.99 ,1, 317.5 MB
 Photography, OS X 10.8  , English,Vintage Photo Camera,$14.99 ,1, 142.2 MB
 Graphics & Design, OS X 10.11  , English,Vintage Editor - Collage Maker,$10.99 ,1.5, 205.6 MB
 Graphics & Design, OS X 10.11  , English,Vintage Color Effect - Filters and Frames,$10.99 ,1, 128 MB
 Photography, OS X 10.7  , English,ViewPic,$4.99 ,4.2, 1.7 MB
 Photography, OS X 10.6.6 , English,Viewer,$2.99 ,2.8, 5.6 MB
 Photography, OS X 10.9  , English,Vidstitch - Video and Picture Collage Frame,$4.99 ,3.8, 8.4 MB
 Video, OS X 10.11  , English,"VideoStiller ~ Pull out special ""moments"" from your video!",$4.99 ,5, 5.1 MB
 Video, OS X 10.11  , English,"VIdeoStiller Lite - Pull out special ""moments"" from your video!",Free,1, 4.6 MB
 Video, OS X 10.7  , English,VideoGIF Free,Free,3.8, 7.1 MB
 Video, OS X 10.9  , English,Video2Cartoon,$4.99 ,, 18.8 MB
 Video, OS X 10.7  , English,Video Vintager,$4.99 ,, 12 MB
 Video, OS X 10.10  , English,Video to Photos,$1.99 ,, 374.5 KB
 Video, OS X 10.11  , English,Video to Photo Extractor,$4.99 ,5, 17.3 MB
 Video, OS X 10.11  , English,Video To MOV Converter,$4.99 ,3, 15.1 MB
 Photography, OS X 10.7 , English,Video to Images,$3.99 ,5, 4.6 MB
 Video, OS X 10.11  , English,Video to GIF Creator,$4.99 ,3, 13.1 MB
 Entertainment, OS X 10.7  , English,Video to GIF - Gif Maker & Converter,$7.99 ,1, 9.1 MB
 Productivity, OS X 10.7 , English,"Video Studio - for Media Editor, Webcam Recorder All in One",$24.99 ,, 51.1 MB
 Video, OS X 10.11  , English,Video Stabilizer,$4.99 ,2, 34.7 MB
 Video, OS X 10.6  , English,Video Speed Ripper,$0.99 ,1, 4.2 MB
 Video, OS X 10.11  , English,Video Sound Amplifier,$4.99 ,3.6, 14.3 MB
 Video, OS X 10.9.0  ," English, Chinese, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Spanish",Video slideshow - Cofeshow WM,Free,3.9, 34.2 MB
 Video, OS X 10.9.0  ," English, Chinese, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Spanish",Video slideshow - Cofeshow,$29.99 ,4, 34.2 MB
 Video, OS X 10.11  , English,Video Size Compressor,$4.99 ,3.9, 14.9 MB
 Video, OS X 10.11  , English,Video Pixel Resizer,$4.99 ,4, 14.5 MB
 Photography, OS X 10.10  , English,Video GIF Creator - GIF Maker,$4.99 ,4.1, 4.5 MB
 Video, OS X 10.6.6 , English,Video Effects,$9.99 ,2.2, 191.7 MB
 Video, OS X 10.11  , English,Video Cropper Pro,$4.99 ,3.8, 5.6 MB
 Video, OS 10.12  , English,VI Monitor,Free,3, 15.5 MB
 Video, OS X 10.6.6 , English,Veescope Live,$99.99 ,3, 12.3 MB
 Graphics & Design, OS X 10.10  , English,Vector FX,$9.99 ,1, 1.4 MB
 Graphics & Design, OS X 10.10  , English,Vector Collection,$5.99 ,4, 6.8 MB
 Photography, OS X 10.6.6 , English,Understanding Photography Basics with simple words Free Edition,Free,4.5, 53.7 MB
 Photography, OS X 10.6.6 , English,Understanding Photography Basics with simple words,$5.99 ,4.2, 213.9 MB
 Photography, OS 10.13  ," English, French, German",Uncrook,$3.99 ,, 1.4 MB
 Photography, OS X 10.11  , English,Unbound,$9.99 ,1.8, 5.3 MB
 Photography, OS X 10.11  ,,UberCollage,$9.99 ,, 128.1 MB
 Photography, OS X 10.10  , English,Tweak Color,$0.99 ,, 19.1 MB
 Photography, OS X 10.11  , English,Tutorials for Affinity Photo - Tips and Tricks,$9.99 ,1, 374.6 MB
 Education, OS X 10.6  , English,Tutorials for Affinity Photo,$9.99 ,1, 793.2 KB
 Photography, OS X 10.9  , English,Tutorial for Affinity Photo,$7.99 ,2.3, 459.6 MB
 Photography, OS X 10.8  , English,Tutor for Photos Bundle,$4.99 ,4.8, 1.9 GB
 Photography, OS X 10.7  , English,Tutor for iPhoto,$4.99 ,5, 752.1 MB
 Video, OS X 10.6 , English,Tutor for iMovie '11,$4.99 ,3.8, 1.4 GB
 Video, OS X 10.6 , English,Tutor for iDVD,$2.99 ,5, 422.4 MB
 Entertainment, OS X 10.10  , English,Turkey Day - Stickers and Filters,$0.99 ,, 24.5 MB
 Photography, OS X 10.9  ," English, French, German, Japanese, Spanish",TurboMosaic 2 Lite - Photo Mosaic Maker,Free,4.1, 40 MB
 Graphics & Design, OS X 10.9  ," English, French, German, Japanese, Spanish",TurboMosaic 2 Home Edition - Photo Mosaic Maker,$14.99 ,2.8, 40 MB
 Photography, OS X 10.9  ," English, French, German, Japanese, Spanish",TurboCollage Lite - Collage Creator,Free,3.4, 24.9 MB
 Graphics & Design, OS X 10.9  ," English, French, German, Japanese, Spanish",TurboCollage 6 - Collage Creator,$19.99 ,4.6, 23 MB
 Photography, OS X 10.9  , English,TurboCollage - Collage Creator,$9.99 ,4.5, 4.2 MB
 Video, OS X 10.7  ," English, Arabic, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Italian, Japanese, Korean, Polish, Portuguese, Russian, Spanish, Swedish, Traditional Chinese, Turkish, Ukrainian",Turbo Video Converter,$4.99 ,, 12.7 MB
 Photography, OS X 10.8  , English,TrueHDR,$4.99 ,1.9, 4.2 MB
 Graphics & Design, OS X 10.6  ,,Trimaginator â–_,$4.99 ,4, 13.3 MB
 Photography, OS 10.12  , English,Triage,$2.99 ,1, 12.2 MB
 Productivity, OS X 10.8  , English,Treasure Chest,$2.99 ,, 555.6 KB
 Photography, OS X 10.7  ," English, Simplified Chinese",Transparent GIF Maker,$1.99 ,1.3, 6.8 MB
 Photography, OS X 10.9.0  , English,Tracking and Stabilization 201,$13.99 ,, 363.2 MB
 Graphics & Design, OS 10.12  ," English, French, German, Japanese, Traditional Chinese",ToyViewer,Free,3, 8.6 MB
 Photography, OS X 10.10  ," English, French, German, Italian, Japanese, Russian, Spanish",TouchRetouch,$14.99 ,4.5, 14.7 MB
 Photography, OS X 10.10  ," English, French, German, Japanese, Simplified Chinese",Touch Blur,$0.99 ,4.5, 5 MB
 Graphics & Design, OS X 10.9  ,,Total Resizer,$5.99 ,3, 12.9 MB
 Photography, OS X 10.10  , English,Toolbox for Yi 4K,$4.99 ,, 23.6 MB
 Photography, OS 10.12  , English,TLDFLite - TimeLapse Deflicker,Free,3.4, 8.3 MB
 Photography, OS 10.12  , English,TLDF - TimeLapse DeFlicker,$29.99 ,4, 8.1 MB
 Photography, OS X 10.9.0  , English,Titling & Graphics Course,$13.99 ,1, 277.1 MB
 Photography, OS X 10.10  , English,Tiny Planets,$0.99 ,4, 2.9 MB
 Photography, OS X 10.10  , English,Timestamp Photo and Video,$9.99 ,2.9, 9.4 MB
 Video, OS X 10.7  ," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",Timelapse Maker,$3.99 ,3, 2.6 MB
 Utilities, OS X 10.8  , English,Timelapse Calculator,$1.99 ,, 1.2 MB
 Photography, OS 10.14  , English,Time Stitch,Free,5, 5 MB
 Photography, OS X 10.6  , English,Time Lapse Pro,$19.99 ,1, 6.8 MB
 Photography, OS X 10.9  ," English, Simplified Chinese, Traditional Chinese",Time Lapse Photography,$0.99 ,2.2, 39.1 MB
 Photography, OS X 10.10  ," English, Dutch, French, German, Italian, Simplified Chinese, Spanish, Traditional Chinese",Time Lapse Movie,$6.99 ,5, 9.1 MB
 Photography, OS X 10.7.4  ," English, French, German, Japanese",TiltShift Lite,$4.99 ,, 13.1 MB
 Photography, OS X 10.7.4  ," English, French, German, Japanese",TiltShift,$19.99 ,4, 13.1 MB
 Photography, OS 10.12  ," English, French, German",Tilt Shift Focus,$7.99 ,2, 3.8 MB
 Photography, OS X 10.6.6 , English,TilePhotos,$9.99 ,1, 1.8 MB
 Photography, OS X 10.6  , English,Tile Photos FX: Split and Print,$2.99 ,2.7, 1.3 MB
 Graphics & Design, OS X 10.7  , English,Tile Photos FX Express,Free,2.2, 1.3 MB
 Photography, OS X 10.9  , English,Theta S Remote for Ricoh Theta Cameras,$4.99 ,1, 15.2 MB
 Photography, OS X 10.6.6 , English,Themes for Aperture,$18.99 ,4.5, 81.1 MB
 Photography, OS 10.13  ," English, Russian",TheLike,Free,, 4.2 MB
 Graphics & Design, OS X 10.6  , English,TexToPix,$24.99 ,5, 4.6 MB
 Photography, OS X 10.11  , English,Textography: Typography + Text Fonts + Photo Effects for Photos,Free,2.3, 2 MB
 Graphics & Design, OS X 10.7  , English,TEXTify,$3.99 ,1.3, 5 MB
 Graphics & Design, OS X 10.11  , English,TextDay Editor - Templates,$10.99 ,1, 136.3 MB
 Photography, OS X 10.11  , English,Text On Image,$9.99 ,1, 2 MB
 Graphics & Design, OS X 10.11  , English,Text Infinity Editor - Add Text to your Photos,$10.99 ,1.5, 36.3 MB
 Graphics & Design, OS X 10.8  , English,Text Effects,$4.99 ,1.8, 1.8 GB
 Graphics & Design, OS X 10.11  , English,Text Artistic - Write on photo,$9.99 ,1, 38.9 MB
 Graphics & Design, OS X 10.11  , English,Text & Photo 2 - Picture Text Editor,$9.99 ,1, 39.1 MB
 Graphics & Design, OS X 10.11  ," English, Portuguese, Spanish",Text & Photo - Picture Text Editor,$8.99 ,3, 4.9 MB
 Graphics & Design, OS X 10.10  ," English, Czech, Danish, Dutch, Finnish, French, German, Italian, Japanese, Norwegian BokmÃ¥l, Polish, Portuguese, Russian, Simplified Chinese, Slovenian, Spanish, Swedish, Turkish",TerraRay,$9.99 ,2.8, 61.1 MB
 Photography, OS X 10.9  , Japanese,TEPRA Exif Labeler,Free,1, 6.8 MB
 Photography, OS X 10.11 , English,Templates for MS PowerPoint by Fututime,$19.99 ,3, 35.9 MB
 Business, OS X 10.6  , English,"Templates for Keynote (business,report,card and more)",$9.99 ,, 119.1 MB
 Photography, OS X 10.9  , English,Templates for Affinity Photo,$19.99 ,5, 297.2 MB
 Photography, OS X 10.11  ,,TemperaturePhotos 2,$3.99 ,, 33.7 MB
 Entertainment, OS X 10.11  , English,Teiten,Free,, 6.9 MB
 Business, OS X 10.10  , English,TaskPicX Viewer,Free,, 1.6 MB
 Graphics & Design, OS X 10.10  , English,Tab Image Converter: Convert images and photos directly from your toolbar,$6.99 ,5, 6.8 MB
 Photography, OS X 10.6  ," English, Russian",Sweetie,$2.99 ,3, 6 MB
 Graphics & Design, OS X 10.10  ," English, Japanese, Korean, Portuguese, Simplified Chinese",SVGViewer,Free,1, 8.7 MB
 Graphics & Design, OS X 10.5  , English,SVG Gallery,$9.99 ,3, 30.9 MB
 Graphics & Design, OS X 10.10  , English,SupremePaint Lite - Effective image editor as ps.,Free,2.3, 19.5 MB
 Graphics & Design, OS X 10.8  , English,SuperSize - Quality Photo Enlarger,$3.99 ,1.5, 1.9 MB
 Photography, OS X 10.9  ," English, Arabic, Danish, Dutch, Finnish, French, German, Greek, Indonesian, Italian, Japanese, Korean, Malay, Norwegian BokmÃ¥l, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",SuperPhoto,Free,4.1, 21.5 MB
 Graphics & Design, OS X 10.8  , English,Superimpose Studio Pro,$19.99 ,1.4, 2.3 MB
 Photography, OS X 10.7  ," English, Arabic, Danish, Dutch, Finnish, French, German, Greek, Indonesian, Italian, Japanese, Korean, Malay, Norwegian BokmÃ¥l, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",SuperBanner,Free,1, 6.4 MB
 Graphics & Design, OS X 10.7  ," English, French, German, Italian, Japanese, Russian, Simplified Chinese, Spanish, Traditional Chinese",Super Vectorizer 2 - Vector Trace Tool,$19.99 ,4.1, 2.7 MB
 Photography, OS X 10.10  , English,Super Resize,Free,2.5, 2.1 MB
 Photography, OS X 10.7  , English,Super PhotoCut Pro,$39.99 ,4.2, 17.5 MB
 Photography, OS X 10.7  ," English, Simplified Chinese, Traditional Chinese",Super PhotoCut,$14.99 ,3.7, 17.7 MB
 Photography, OS 10.13  , English,Super Image Viewer,Free,5, 4.8 MB
 Photography, OS X 10.7  , English,Super Eraser: Photo Erase,$6.99 ,2, 9.6 MB
 Photography, OS X 10.7  , English,Super Eraser Pro:Photo Inpaint,$14.99 ,3.8, 20.6 MB
 Photography, OS X 10.7  , English,Super Denoising - Photo Noise Reduction,$9.99 ,4.1, 10.9 MB
 Photography, OS X 10.11  , English,Super Borders,Free,1.8, 33 MB
 Photography, OS X 10.6.6  , English,Sunsets (Free),Free,, 21.5 MB
 Utilities, OS 10.12  , English,Sun Seeker Pro,$29.99 ,4, 12.9 MB
 Utilities, OS X 10.10  , English,Sun Seeker Lite,Free,3, 2 MB
 Video, OS 10.14  , English,Summarize SX,Free,, 785 KB
 Graphics & Design, OS X 10.10  , English,Suite for Pixelmator,$9.99 ,3, 32.3 MB
 Photography, OS X 10.10  , English,Style â€¢ Prisma Style Images,Free,2.8, 241.8 MB
 Sports, OS X 10.9  , English,Strobe Image Maker X,$9.99 ,, 3.2 MB
 Graphics & Design, OS X 10.6.6 ," English, Japanese",Strata Foto 3D SE,$29.99 ,3.3, 61.9 MB
 Video, OS X 10.11  , English,Stop Motion Studio Pro,$9.99 ,2.7, 41 MB
 Video, OS X 10.11  , English,Stop Motion Studio,Free,2.6, 41.1 MB
 Photography, OS X 10.9  , English,StitchUp,$6.99 ,3.7, 3.2 MB
 Photography, OS 10.14  ," English, Simplified Chinese",Stitcher,$4.99 ,1, 23 MB
 Photography, OS X 10.7.4  , English,StereoPhotoLab Lite,Free,5, 61.5 MB
 Photography, OS X 10.7  , English,Stereo Master,$4.99 ,2, 2.8 MB
 Photography, OS X 10.9  , English,Step by Step Tutorials for Photoshop,$5.99 ,, 128.5 MB
 Utilities, OS X 10.7.0  , English,Stellar Repair for Photo,$35.99 ,1, 10.1 MB
 Utilities, OS X 10.7.0  , English,Stellar Photo Recovery,$44.99 ,1, 12.8 MB
 Photography, OS X 10.10  ," English, Simplified Chinese",Startrails Creator,$3.99 ,, 6.2 MB
 Photography, OS X 10.9.0  , English,Start Guide For Affinity Photo,$13.99 ,, 603.5 MB
 Photography, OS X 10.10  , English,Starry Sky Stacker,$24.99 ,3, 9.6 MB
 Photography, OS X 10.10  , English,Starry Landscape Stacker,$39.99 ,4.3, 4.8 MB
 Photography, OS X 10.8  , English,Star Trails,$5.99 ,4.2, 1.8 MB
 Photography, OS X 10.6.6 ," English, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish, Traditional Chinese",SSee Free,Free,1.2, 11 MB
 Photography, OS X 10.9  , English,Square Picture,$1.99 ,4.7, 887.4 KB
 Entertainment, OS X 10.10  , English,SPP Filter,$2.99 ,, 4.4 MB
 Photography, OS X 10.6.6  , English,SplitMyFiles,$0.99 ,, 2.6 MB
 Photography, OS X 10.10  , English,Split Lab,$0.99 ,2.5, 2.2 MB
 Photography, OS X 10.8  , English,Splash it!,$0.99 ,1, 3.7 MB
 Graphics & Design, OS 10.12  , English,Spixes2D - 2D animation design,$9.99 ,, 3.8 MB
 Graphics & Design, OS X 10.6.6  ,,SpiralFx,$8.99 ,3, 40.5 MB
 Photography, OS X 10.7  ,,Spektrel Art,$19.99 ,5, 6.7 MB
 Photography, OS X 10.11  ,,SpeedFocusPhotos,$6.99 ,, 67.6 MB
 Photography, OS 10.12  , English,Spect,$4.99 ,4.2, 2.6 MB
 Photography, OS 10.14  , English,Solarize SX,Free,, 2.5 MB
 Photography, OS X 10.11.0  , English,Sofortbild,Free,3.5, 14.5 MB
 Photography, OS 10.12  , English,"SnipTag: Crop, Caption Photos",Free,4.1, 17.8 MB
 Photography, OS X 10.8  , English,Snaz Photo Editor,$4.99 ,, 144.7 MB
 Photography, OS X 10.7  ," English, French, German, Italian, Spanish, Swedish",SnapSifter: Organized Camera Imports,$4.99 ,2.1, 6.8 MB
 Video, OS X 10.11  ," English, German",Snapshots,$2.99 ,, 3.4 MB
 Video, OS 10.13  ," English, French, German, Italian, Japanese, Simplified Chinese, Spanish",SnapMotion,$8.99 ,4.6, 9.9 MB
 Photography, OS X 10.9  ," English, French, German, Italian, Portuguese, Spanish",Snapheal - Fix your photos.,$29.99 ,2.4, 88 MB
 Photography, OS X 10.7  , English,Snap&Share,$6.99 ,, 5.8 MB
 Photography, OS X 10.11  , English,SmugMug,Free,2, 4.3 MB
 Photography, OS 10.12  , English,Smart Shooter 4,$69.99 ,, 31.7 MB
 Photography, OS X 10.10  , English,Smart Photo Viewer Pro,$25.99 ,, 4.9 MB
 Graphics & Design, OS X 10.11  , English,Smart Photo Enhancer - Image Editor,$7.99 ,1, 6.2 MB
 Graphics & Design, OS X 10.10  ," English, Simplified Chinese",Smart Logo Designer,$13.99 ,, 40.2 MB
 Graphics & Design, OS X 10.6  , English,Smart Image Converter,$0.99 ,2.4, 1.5 MB
 Graphics & Design, OS 10.12  , English,Smart GIF Maker,Free,3.1, 6.3 MB
 Utilities, OS X 10.10  , English,SmallImage-Smart Compression,,1.5, 9.2 MB
 Photography, OS X 10.6.6 ," English, French",SLR Picture Booth Lite,$129.99 ,1, 77.8 MB
 Photography, OS X 10.6.6 ," English, French",SLR Pro Picture Booth,$399.99 ,5, 87.5 MB
 Video, OS X 10.10  , English,Slit-Scan Studio,$1.99 ,2, 6.3 MB
 Business, OS X 10.9  ," English, Dutch, French, German",SlideShow Pro,$8.99 ,1, 8.9 MB
 Photography, OS X 10.10  , English,Slideshow Master - Fast Editor,$17.99 ,1, 16.8 MB
 Photography, OS X 10.8 ," English, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Slideshow Maker Movavi,$29.99 ,1.8, 86.9 MB
 Video, OS X 10.7  , English,Slideshow Maker HD - Photo Movie Lite,Free,2, 21.3 MB
 Video, OS X 10.7  , English,Slideshow Maker HD - Photo Movie,$14.99 ,4.3, 21.3 MB
 Photography, OS X 10.7  ," English, Japanese, Simplified Chinese",Slideshow DVD Creator - Burn Photo Movies on DVD,$29.99 ,1, 32.8 MB
 Photography, OS X 10.7  , English,Slides,$11.99 ,5, 3.3 MB
 Photography, OS X 10.11  , English,SlideFlow - Slideshow on TV,Free,1, 20.8 MB
 Photography, OS X 10.10  , English,Slide Show Soundtrack,$2.99 ,1, 2 MB
 Photography, OS 10.14  , English,SkyLab Studio,$29.99 ,2.8, 195 MB
 Photography, OS X 10.6 , English,SketchPhoto Lite,$1.99 ,2.2, 2 MB
 Photography, OS X 10.6 , English,SketchPhoto,$4.99 ,2, 1.9 MB
 Graphics & Design, OS X 10.7  , English,SketchMee Pro,$39.99 ,5, 20.6 MB
 Graphics & Design, OS X 10.7  , English,SketchMee Lite,Free,4, 20.6 MB
 Graphics & Design, OS X 10.7  , English,SketchMee,$7.99 ,1, 20.5 MB
 Photography, OS X 10.6.0 , English,SketchMaster,$9.99 ,1.7, 6 MB
 Photography, OS X 10.11  , English,SketcherForPhotos,$9.99 ,, 214 MB
 Photography, OS X 10.6  , English,Sketcher,$14.99 ,2.8, 11.8 MB
 Photography, OS X 10.10  , English,Sketcher for Artists,$19.99 ,, 10.3 MB
 Photography, OS X 10.10  , English,Sketch n Cartoonize,$0.99 ,4.1, 9.5 MB
 Photography, OS X 10.8  , English,Sketch It Photo App,$14.99 ,1.3, 49.3 MB
 Photography, OS X 10.6  , English,Sketch Photo Editor,$4.99 ,1, 2.3 MB
 Graphics & Design, OS X 10.11  , English,Sketch Effect - Paint Styles,$7.99 ,1, 21.1 MB
 Graphics & Design, OS X 10.11  , English,Sketch Art - Pencil Drawing,$10.99 ,1, 26.6 MB
 Photography, OS X 10.10  ," English, German",SizeMyPics,$2.99 ,5, 2.7 MB
 Photography, OS X 10.6  ,,Simply HDR,$12.99 ,1, 80.9 MB
 Utilities, OS X 10.11  , English,SimplestQRCreator,$0.99 ,4, 4.1 MB
 Photography, OS X 10.7  ," English, Japanese",Simple ID Photo,$17.99 ,2, 1.7 MB
